hparams_seed,algorithm,test_env,val_env,trial,seed
1,ERM,aumc,miiv,3,2141485529
1,ERM,aumc,miiv,4,1481524535
1,ERM,aumc,eicu,0,2065297644
1,ERM,aumc,eicu,1,301832041
1,ERM,aumc,eicu,2,1404871283
1,ERM,aumc,eicu,3,2141485529
1,ERM,aumc,eicu,4,1481524535
1,ERM,aumc,hirid,0,2065297644
1,ERM,aumc,hirid,1,301832041
1,ERM,aumc,hirid,2,1404871283
1,ERM,aumc,hirid,3,2141485529
1,ERM,aumc,hirid,4,1481524535
2,ERM,miiv,eicu,0,1333179696
2,ERM,miiv,eicu,1,868829475
2,ERM,miiv,eicu,2,147031187
2,ERM,miiv,eicu,3,806968843
2,ERM,miiv,eicu,4,1679435613
2,ERM,miiv,hirid,0,1333179696
2,ERM,miiv,hirid,1,868829475
2,ERM,miiv,hirid,2,147031187
2,ERM,miiv,hirid,3,806968843
2,ERM,miiv,hirid,4,1679435613
2,ERM,miiv,aumc,0,1333179696
2,ERM,miiv,aumc,1,868829475
2,ERM,miiv,aumc,2,147031187
2,ERM,miiv,aumc,3,806968843
2,ERM,miiv,aumc,4,1679435613
2,ERM,eicu,miiv,0,1333179696
2,ERM,eicu,miiv,1,868829475
2,ERM,eicu,miiv,2,147031187
2,ERM,eicu,miiv,3,806968843
2,ERM,eicu,miiv,4,1679435613
2,ERM,eicu,hirid,0,1333179696
2,ERM,eicu,hirid,1,868829475
2,ERM,eicu,hirid,2,147031187
2,ERM,eicu,hirid,3,806968843
2,ERM,eicu,hirid,4,1679435613
2,ERM,eicu,aumc,0,1333179696
2,ERM,eicu,aumc,1,868829475
2,ERM,eicu,aumc,2,147031187
2,ERM,eicu,aumc,3,806968843
2,ERM,eicu,aumc,4,1679435613
2,ERM,hirid,miiv,0,1333179696
2,ERM,hirid,miiv,1,868829475
2,ERM,hirid,miiv,2,147031187
2,ERM,hirid,miiv,3,806968843
2,ERM,hirid,miiv,4,1679435613
2,ERM,hirid,eicu,0,1333179696
2,ERM,hirid,eicu,1,868829475
2,ERM,hirid,eicu,2,147031187
2,ERM,hirid,eicu,3,806968843
2,ERM,hirid,eicu,4,1679435613
2,ERM,hirid,aumc,0,1333179696
2,ERM,hirid,aumc,1,868829475
2,ERM,hirid,aumc,2,147031187
2,ERM,hirid,aumc,3,806968843
2,ERM,hirid,aumc,4,1679435613
2,ERM,aumc,miiv,0,1333179696
2,ERM,aumc,miiv,1,868829475
2,ERM,aumc,miiv,2,147031187
2,ERM,aumc,miiv,3,806968843
2,ERM,aumc,miiv,4,1679435613
2,ERM,aumc,eicu,0,1333179696
2,ERM,aumc,eicu,1,868829475
2,ERM,aumc,eicu,2,147031187
2,ERM,aumc,eicu,3,806968843
2,ERM,aumc,eicu,4,1679435613
2,ERM,aumc,hirid,0,1333179696
2,ERM,aumc,hirid,1,868829475
2,ERM,aumc,hirid,2,147031187
2,ERM,aumc,hirid,3,806968843
2,ERM,aumc,hirid,4,1679435613
3,ERM,miiv,eicu,0,932943101
3,ERM,miiv,eicu,1,501229906
3,ERM,miiv,eicu,2,1175700775
3,ERM,miiv,eicu,3,1329279922
3,ERM,miiv,eicu,4,38463462
3,ERM,miiv,hirid,0,932943101
3,ERM,miiv,hirid,1,501229906
3,ERM,miiv,hirid,2,1175700775
3,ERM,miiv,hirid,3,1329279922
3,ERM,miiv,hirid,4,38463462
3,ERM,miiv,aumc,0,932943101
3,ERM,miiv,aumc,1,501229906
3,ERM,miiv,aumc,2,1175700775
3,ERM,miiv,aumc,3,1329279922
3,ERM,miiv,aumc,4,38463462
3,ERM,eicu,miiv,0,932943101
3,ERM,eicu,miiv,1,501229906
3,ERM,eicu,miiv,2,1175700775
3,ERM,eicu,miiv,3,1329279922
3,ERM,eicu,miiv,4,38463462
3,ERM,eicu,hirid,0,932943101
3,ERM,eicu,hirid,1,501229906
3,ERM,eicu,hirid,2,1175700775
3,ERM,eicu,hirid,3,1329279922
3,ERM,eicu,hirid,4,38463462
3,ERM,eicu,aumc,0,932943101
3,ERM,eicu,aumc,1,501229906
3,ERM,eicu,aumc,2,1175700775
3,ERM,eicu,aumc,3,1329279922
3,ERM,eicu,aumc,4,38463462
3,ERM,hirid,miiv,0,932943101
3,ERM,hirid,miiv,1,501229906
3,ERM,hirid,miiv,2,1175700775
3,ERM,hirid,miiv,3,1329279922
3,ERM,hirid,miiv,4,38463462
3,ERM,hirid,eicu,0,932943101
3,ERM,hirid,eicu,1,501229906
3,ERM,hirid,eicu,2,1175700775
3,ERM,hirid,eicu,3,1329279922
3,ERM,hirid,eicu,4,38463462
3,ERM,hirid,aumc,0,932943101
3,ERM,hirid,aumc,1,501229906
3,ERM,hirid,aumc,2,1175700775
3,ERM,hirid,aumc,3,1329279922
3,ERM,hirid,aumc,4,38463462
3,ERM,aumc,miiv,0,932943101
3,ERM,aumc,miiv,1,501229906
3,ERM,aumc,miiv,2,1175700775
3,ERM,aumc,miiv,3,1329279922
3,ERM,aumc,miiv,4,38463462
3,ERM,aumc,eicu,0,932943101
3,ERM,aumc,eicu,1,501229906
3,ERM,aumc,eicu,2,1175700775
3,ERM,aumc,eicu,3,1329279922
3,ERM,aumc,eicu,4,38463462
3,ERM,aumc,hirid,0,932943101
3,ERM,aumc,hirid,1,501229906
3,ERM,aumc,hirid,2,1175700775
3,ERM,aumc,hirid,3,1329279922
3,ERM,aumc,hirid,4,38463462
4,ERM,miiv,eicu,0,203595190
4,ERM,miiv,eicu,1,1400006150
4,ERM,miiv,eicu,2,561635680
4,ERM,miiv,eicu,3,2143162098
4,ERM,miiv,eicu,4,2126847562
4,ERM,miiv,hirid,0,203595190
4,ERM,miiv,hirid,1,1400006150
4,ERM,miiv,hirid,2,561635680
4,ERM,miiv,hirid,3,2143162098
4,ERM,miiv,hirid,4,2126847562
4,ERM,miiv,aumc,0,203595190
4,ERM,miiv,aumc,1,1400006150
4,ERM,miiv,aumc,2,561635680
4,ERM,miiv,aumc,3,2143162098
4,ERM,miiv,aumc,4,2126847562
4,ERM,eicu,miiv,0,203595190
4,ERM,eicu,miiv,1,1400006150
4,ERM,eicu,miiv,2,561635680
4,ERM,eicu,miiv,3,2143162098
4,ERM,eicu,miiv,4,2126847562
4,ERM,eicu,hirid,0,203595190
4,ERM,eicu,hirid,1,1400006150
4,ERM,eicu,hirid,2,561635680
4,ERM,eicu,hirid,3,2143162098
4,ERM,eicu,hirid,4,2126847562
4,ERM,eicu,aumc,0,203595190
4,ERM,eicu,aumc,1,1400006150
4,ERM,eicu,aumc,2,561635680
4,ERM,eicu,aumc,3,2143162098
4,ERM,eicu,aumc,4,2126847562
4,ERM,hirid,miiv,0,203595190
4,ERM,hirid,miiv,1,1400006150
4,ERM,hirid,miiv,2,561635680
4,ERM,hirid,miiv,3,2143162098
4,ERM,hirid,miiv,4,2126847562
4,ERM,hirid,eicu,0,203595190
4,ERM,hirid,eicu,1,1400006150
4,ERM,hirid,eicu,2,561635680
4,ERM,hirid,eicu,3,2143162098
4,ERM,hirid,eicu,4,2126847562
4,ERM,hirid,aumc,0,203595190
4,ERM,hirid,aumc,1,1400006150
4,ERM,hirid,aumc,2,561635680
4,ERM,hirid,aumc,3,2143162098
4,ERM,hirid,aumc,4,2126847562
4,ERM,aumc,miiv,0,203595190
4,ERM,aumc,miiv,1,1400006150
4,ERM,aumc,miiv,2,561635680
4,ERM,aumc,miiv,3,2143162098
4,ERM,aumc,miiv,4,2126847562
4,ERM,aumc,eicu,0,203595190
4,ERM,aumc,eicu,1,1400006150
4,ERM,aumc,eicu,2,561635680
4,ERM,aumc,eicu,3,2143162098
4,ERM,aumc,eicu,4,2126847562
4,ERM,aumc,hirid,0,203595190
4,ERM,aumc,hirid,1,1400006150
4,ERM,aumc,hirid,2,561635680
4,ERM,aumc,hirid,3,2143162098
4,ERM,aumc,hirid,4,2126847562
5,ERM,miiv,eicu,0,1595443367
5,ERM,miiv,eicu,1,296076470
5,ERM,miiv,eicu,2,248382549
5,ERM,miiv,eicu,3,1227267169
5,ERM,miiv,eicu,4,674245317
5,ERM,miiv,hirid,0,1595443367
5,ERM,miiv,hirid,1,296076470
5,ERM,miiv,hirid,2,248382549
5,ERM,miiv,hirid,3,1227267169
5,ERM,miiv,hirid,4,674245317
5,ERM,miiv,aumc,0,1595443367
5,ERM,miiv,aumc,1,296076470
5,ERM,miiv,aumc,2,248382549
5,ERM,miiv,aumc,3,1227267169
5,ERM,miiv,aumc,4,674245317
5,ERM,eicu,miiv,0,1595443367
5,ERM,eicu,miiv,1,296076470
5,ERM,eicu,miiv,2,248382549
5,ERM,eicu,miiv,3,1227267169
5,ERM,eicu,miiv,4,674245317
5,ERM,eicu,hirid,0,1595443367
5,ERM,eicu,hirid,1,296076470
5,ERM,eicu,hirid,2,248382549
5,ERM,eicu,hirid,3,1227267169
5,ERM,eicu,hirid,4,674245317
5,ERM,eicu,aumc,0,1595443367
5,ERM,eicu,aumc,1,296076470
5,ERM,eicu,aumc,2,248382549
5,ERM,eicu,aumc,3,1227267169
5,ERM,eicu,aumc,4,674245317
5,ERM,hirid,miiv,0,1595443367
5,ERM,hirid,miiv,1,296076470
5,ERM,hirid,miiv,2,248382549
5,ERM,hirid,miiv,3,1227267169
5,ERM,hirid,miiv,4,674245317
5,ERM,hirid,eicu,0,1595443367
5,ERM,hirid,eicu,1,296076470
5,ERM,hirid,eicu,2,248382549
5,ERM,hirid,eicu,3,1227267169
5,ERM,hirid,eicu,4,674245317
5,ERM,hirid,aumc,0,1595443367
5,ERM,hirid,aumc,1,296076470
5,ERM,hirid,aumc,2,248382549
5,ERM,hirid,aumc,3,1227267169
5,ERM,hirid,aumc,4,674245317
5,ERM,aumc,miiv,0,1595443367
5,ERM,aumc,miiv,1,296076470
5,ERM,aumc,miiv,2,248382549
5,ERM,aumc,miiv,3,1227267169
5,ERM,aumc,miiv,4,674245317
5,ERM,aumc,eicu,0,1595443367
5,ERM,aumc,eicu,1,296076470
5,ERM,aumc,eicu,2,248382549
5,ERM,aumc,eicu,3,1227267169
5,ERM,aumc,eicu,4,674245317
5,ERM,aumc,hirid,0,1595443367
5,ERM,aumc,hirid,1,296076470
5,ERM,aumc,hirid,2,248382549
5,ERM,aumc,hirid,3,1227267169
5,ERM,aumc,hirid,4,674245317
6,ERM,miiv,eicu,0,1426199862
6,ERM,miiv,eicu,1,450936608
6,ERM,miiv,eicu,2,1887578392
6,ERM,miiv,eicu,3,310070236
6,ERM,miiv,eicu,4,1820036480
6,ERM,miiv,hirid,0,1426199862
6,ERM,miiv,hirid,1,450936608
6,ERM,miiv,hirid,2,1887578392
6,ERM,miiv,hirid,3,310070236
6,ERM,miiv,hirid,4,1820036480
6,ERM,miiv,aumc,0,1426199862
6,ERM,miiv,aumc,1,450936608
6,ERM,miiv,aumc,2,1887578392
6,ERM,miiv,aumc,3,310070236
6,ERM,miiv,aumc,4,1820036480
6,ERM,eicu,miiv,0,1426199862
6,ERM,eicu,miiv,1,450936608
6,ERM,eicu,miiv,2,1887578392
6,ERM,eicu,miiv,3,310070236
6,ERM,eicu,miiv,4,1820036480
6,ERM,eicu,hirid,0,1426199862
6,ERM,eicu,hirid,1,450936608
6,ERM,eicu,hirid,2,1887578392
6,ERM,eicu,hirid,3,310070236
6,ERM,eicu,hirid,4,1820036480
6,ERM,eicu,aumc,0,1426199862
6,ERM,eicu,aumc,1,450936608
6,ERM,eicu,aumc,2,1887578392
6,ERM,eicu,aumc,3,310070236
6,ERM,eicu,aumc,4,1820036480
6,ERM,hirid,miiv,0,1426199862
6,ERM,hirid,miiv,1,450936608
6,ERM,hirid,miiv,2,1887578392
6,ERM,hirid,miiv,3,310070236
6,ERM,hirid,miiv,4,1820036480
6,ERM,hirid,eicu,0,1426199862
6,ERM,hirid,eicu,1,450936608
6,ERM,hirid,eicu,2,1887578392
6,ERM,hirid,eicu,3,310070236
6,ERM,hirid,eicu,4,1820036480
6,ERM,hirid,aumc,0,1426199862
6,ERM,hirid,aumc,1,450936608
6,ERM,hirid,aumc,2,1887578392
6,ERM,hirid,aumc,3,310070236
6,ERM,hirid,aumc,4,1820036480
6,ERM,aumc,miiv,0,1426199862
6,ERM,aumc,miiv,1,450936608
6,ERM,aumc,miiv,2,1887578392
6,ERM,aumc,miiv,3,310070236
6,ERM,aumc,miiv,4,1820036480
6,ERM,aumc,eicu,0,1426199862
6,ERM,aumc,eicu,1,450936608
6,ERM,aumc,eicu,2,1887578392
6,ERM,aumc,eicu,3,310070236
6,ERM,aumc,eicu,4,1820036480
6,ERM,aumc,hirid,0,1426199862
6,ERM,aumc,hirid,1,450936608
6,ERM,aumc,hirid,2,1887578392
6,ERM,aumc,hirid,3,310070236
6,ERM,aumc,hirid,4,1820036480
7,ERM,miiv,eicu,0,112065487
7,ERM,miiv,eicu,1,2138217422
7,ERM,miiv,eicu,2,1807955457
7,ERM,miiv,eicu,3,1336002298
7,ERM,miiv,eicu,4,837350611
7,ERM,miiv,hirid,0,112065487
7,ERM,miiv,hirid,1,2138217422
7,ERM,miiv,hirid,2,1807955457
7,ERM,miiv,hirid,3,1336002298
7,ERM,miiv,hirid,4,837350611
7,ERM,miiv,aumc,0,112065487
7,ERM,miiv,aumc,1,2138217422
7,ERM,miiv,aumc,2,1807955457
7,ERM,miiv,aumc,3,1336002298
7,ERM,miiv,aumc,4,837350611
7,ERM,eicu,miiv,0,112065487
7,ERM,eicu,miiv,1,2138217422
7,ERM,eicu,miiv,2,1807955457
7,ERM,eicu,miiv,3,1336002298
7,ERM,eicu,miiv,4,837350611
7,ERM,eicu,hirid,0,112065487
7,ERM,eicu,hirid,1,2138217422
7,ERM,eicu,hirid,2,1807955457
7,ERM,eicu,hirid,3,1336002298
7,ERM,eicu,hirid,4,837350611
7,ERM,eicu,aumc,0,112065487
7,ERM,eicu,aumc,1,2138217422
7,ERM,eicu,aumc,2,1807955457
7,ERM,eicu,aumc,3,1336002298
7,ERM,eicu,aumc,4,837350611
7,ERM,hirid,miiv,0,112065487
7,ERM,hirid,miiv,1,2138217422
7,ERM,hirid,miiv,2,1807955457
7,ERM,hirid,miiv,3,1336002298
7,ERM,hirid,miiv,4,837350611
7,ERM,hirid,eicu,0,112065487
7,ERM,hirid,eicu,1,2138217422
7,ERM,hirid,eicu,2,1807955457
7,ERM,hirid,eicu,3,1336002298
7,ERM,hirid,eicu,4,837350611
7,ERM,hirid,aumc,0,112065487
7,ERM,hirid,aumc,1,2138217422
7,ERM,hirid,aumc,2,1807955457
7,ERM,hirid,aumc,3,1336002298
7,ERM,hirid,aumc,4,837350611
7,ERM,aumc,miiv,0,112065487
7,ERM,aumc,miiv,1,2138217422
7,ERM,aumc,miiv,2,1807955457
7,ERM,aumc,miiv,3,1336002298
7,ERM,aumc,miiv,4,837350611
7,ERM,aumc,eicu,0,112065487
7,ERM,aumc,eicu,1,2138217422
7,ERM,aumc,eicu,2,1807955457
7,ERM,aumc,eicu,3,1336002298
7,ERM,aumc,eicu,4,837350611
7,ERM,aumc,hirid,0,112065487
7,ERM,aumc,hirid,1,2138217422
7,ERM,aumc,hirid,2,1807955457
7,ERM,aumc,hirid,3,1336002298
7,ERM,aumc,hirid,4,837350611
8,ERM,miiv,eicu,0,207467349
8,ERM,miiv,eicu,1,1148909203
8,ERM,miiv,eicu,2,198576704
8,ERM,miiv,eicu,3,1306695897
8,ERM,miiv,eicu,4,280060267
8,ERM,miiv,hirid,0,207467349
8,ERM,miiv,hirid,1,1148909203
8,ERM,miiv,hirid,2,198576704
8,ERM,miiv,hirid,3,1306695897
8,ERM,miiv,hirid,4,280060267
8,ERM,miiv,aumc,0,207467349
8,ERM,miiv,aumc,1,1148909203
8,ERM,miiv,aumc,2,198576704
8,ERM,miiv,aumc,3,1306695897
8,ERM,miiv,aumc,4,280060267
8,ERM,eicu,miiv,0,207467349
8,ERM,eicu,miiv,1,1148909203
8,ERM,eicu,miiv,2,198576704
8,ERM,eicu,miiv,3,1306695897
8,ERM,eicu,miiv,4,280060267
8,ERM,eicu,hirid,0,207467349
8,ERM,eicu,hirid,1,1148909203
8,ERM,eicu,hirid,2,198576704
8,ERM,eicu,hirid,3,1306695897
8,ERM,eicu,hirid,4,280060267
8,ERM,eicu,aumc,0,207467349
8,ERM,eicu,aumc,1,1148909203
8,ERM,eicu,aumc,2,198576704
8,ERM,eicu,aumc,3,1306695897
8,ERM,eicu,aumc,4,280060267
8,ERM,hirid,miiv,0,207467349
8,ERM,hirid,miiv,1,1148909203
8,ERM,hirid,miiv,2,198576704
8,ERM,hirid,miiv,3,1306695897
8,ERM,hirid,miiv,4,280060267
8,ERM,hirid,eicu,0,207467349
8,ERM,hirid,eicu,1,1148909203
8,ERM,hirid,eicu,2,198576704
8,ERM,hirid,eicu,3,1306695897
8,ERM,hirid,eicu,4,280060267
8,ERM,hirid,aumc,0,207467349
8,ERM,hirid,aumc,1,1148909203
8,ERM,hirid,aumc,2,198576704
8,ERM,hirid,aumc,3,1306695897
8,ERM,hirid,aumc,4,280060267
8,ERM,aumc,miiv,0,207467349
8,ERM,aumc,miiv,1,1148909203
8,ERM,aumc,miiv,2,198576704
8,ERM,aumc,miiv,3,1306695897
8,ERM,aumc,miiv,4,280060267
8,ERM,aumc,eicu,0,207467349
8,ERM,aumc,eicu,1,1148909203
8,ERM,aumc,eicu,2,198576704
8,ERM,aumc,eicu,3,1306695897
8,ERM,aumc,eicu,4,280060267
8,ERM,aumc,hirid,0,207467349
8,ERM,aumc,hirid,1,1148909203
8,ERM,aumc,hirid,2,198576704
8,ERM,aumc,hirid,3,1306695897
8,ERM,aumc,hirid,4,280060267
9,ERM,miiv,eicu,0,1886097239
9,ERM,miiv,eicu,1,140933732
9,ERM,miiv,eicu,2,2144413130
9,ERM,miiv,eicu,3,2660168
9,ERM,miiv,eicu,4,757548038
9,ERM,miiv,hirid,0,1886097239
9,ERM,miiv,hirid,1,140933732
9,ERM,miiv,hirid,2,2144413130
9,ERM,miiv,hirid,3,2660168
9,ERM,miiv,hirid,4,757548038
9,ERM,miiv,aumc,0,1886097239
9,ERM,miiv,aumc,1,140933732
9,ERM,miiv,aumc,2,2144413130
9,ERM,miiv,aumc,3,2660168
9,ERM,miiv,aumc,4,757548038
9,ERM,eicu,miiv,0,1886097239
9,ERM,eicu,miiv,1,140933732
9,ERM,eicu,miiv,2,2144413130
9,ERM,eicu,miiv,3,2660168
9,ERM,eicu,miiv,4,757548038
9,ERM,eicu,hirid,0,1886097239
9,ERM,eicu,hirid,1,140933732
9,ERM,eicu,hirid,2,2144413130
9,ERM,eicu,hirid,3,2660168
9,ERM,eicu,hirid,4,757548038
9,ERM,eicu,aumc,0,1886097239
9,ERM,eicu,aumc,1,140933732
9,ERM,eicu,aumc,2,2144413130
9,ERM,eicu,aumc,3,2660168
9,ERM,eicu,aumc,4,757548038
9,ERM,hirid,miiv,0,1886097239
9,ERM,hirid,miiv,1,140933732
9,ERM,hirid,miiv,2,2144413130
9,ERM,hirid,miiv,3,2660168
9,ERM,hirid,miiv,4,757548038
9,ERM,hirid,eicu,0,1886097239
9,ERM,hirid,eicu,1,140933732
9,ERM,hirid,eicu,2,2144413130
9,ERM,hirid,eicu,3,2660168
9,ERM,hirid,eicu,4,757548038
9,ERM,hirid,aumc,0,1886097239
9,ERM,hirid,aumc,1,140933732
9,ERM,hirid,aumc,2,2144413130
9,ERM,hirid,aumc,3,2660168
9,ERM,hirid,aumc,4,757548038
9,ERM,aumc,miiv,0,1886097239
9,ERM,aumc,miiv,1,140933732
9,ERM,aumc,miiv,2,2144413130
9,ERM,aumc,miiv,3,2660168
9,ERM,aumc,miiv,4,757548038
9,ERM,aumc,eicu,0,1886097239
9,ERM,aumc,eicu,1,140933732
9,ERM,aumc,eicu,2,2144413130
9,ERM,aumc,eicu,3,2660168
9,ERM,aumc,eicu,4,757548038
9,ERM,aumc,hirid,0,1886097239
9,ERM,aumc,hirid,1,140933732
9,ERM,aumc,hirid,2,2144413130
9,ERM,aumc,hirid,3,2660168
9,ERM,aumc,hirid,4,757548038
10,ERM,miiv,eicu,0,2081311938
10,ERM,miiv,eicu,1,751105854
10,ERM,miiv,eicu,2,2062775320
10,ERM,miiv,eicu,3,1156650404
10,ERM,miiv,eicu,4,573789301
10,ERM,miiv,hirid,0,2081311938
10,ERM,miiv,hirid,1,751105854
10,ERM,miiv,hirid,2,2062775320
10,ERM,miiv,hirid,3,1156650404
10,ERM,miiv,hirid,4,573789301
10,ERM,miiv,aumc,0,2081311938
10,ERM,miiv,aumc,1,751105854
10,ERM,miiv,aumc,2,2062775320
10,ERM,miiv,aumc,3,1156650404
10,ERM,miiv,aumc,4,573789301
10,ERM,eicu,miiv,0,2081311938
10,ERM,eicu,miiv,1,751105854
10,ERM,eicu,miiv,2,2062775320
10,ERM,eicu,miiv,3,1156650404
10,ERM,eicu,miiv,4,573789301
10,ERM,eicu,hirid,0,2081311938
10,ERM,eicu,hirid,1,751105854
10,ERM,eicu,hirid,2,2062775320
10,ERM,eicu,hirid,3,1156650404
10,ERM,eicu,hirid,4,573789301
10,ERM,eicu,aumc,0,2081311938
10,ERM,eicu,aumc,1,751105854
10,ERM,eicu,aumc,2,2062775320
10,ERM,eicu,aumc,3,1156650404
10,ERM,eicu,aumc,4,573789301
10,ERM,hirid,miiv,0,2081311938
10,ERM,hirid,miiv,1,751105854
10,ERM,hirid,miiv,2,2062775320
10,ERM,hirid,miiv,3,1156650404
10,ERM,hirid,miiv,4,573789301
10,ERM,hirid,eicu,0,2081311938
10,ERM,hirid,eicu,1,751105854
10,ERM,hirid,eicu,2,2062775320
10,ERM,hirid,eicu,3,1156650404
10,ERM,hirid,eicu,4,573789301
10,ERM,hirid,aumc,0,2081311938
10,ERM,hirid,aumc,1,751105854
10,ERM,hirid,aumc,2,2062775320
10,ERM,hirid,aumc,3,1156650404
10,ERM,hirid,aumc,4,573789301
10,ERM,aumc,miiv,0,2081311938
10,ERM,aumc,miiv,1,751105854
10,ERM,aumc,miiv,2,2062775320
10,ERM,aumc,miiv,3,1156650404
10,ERM,aumc,miiv,4,573789301
10,ERM,aumc,eicu,0,2081311938
10,ERM,aumc,eicu,1,751105854
10,ERM,aumc,eicu,2,2062775320
10,ERM,aumc,eicu,3,1156650404
10,ERM,aumc,eicu,4,573789301
10,ERM,aumc,hirid,0,2081311938
10,ERM,aumc,hirid,1,751105854
10,ERM,aumc,hirid,2,2062775320
10,ERM,aumc,hirid,3,1156650404
10,ERM,aumc,hirid,4,573789301
11,ERM,miiv,eicu,0,1761568167
11,ERM,miiv,eicu,1,2110938719
11,ERM,miiv,eicu,2,69299868
11,ERM,miiv,eicu,3,1633048579
11,ERM,miiv,eicu,4,837999944
11,ERM,miiv,hirid,0,1761568167
11,ERM,miiv,hirid,1,2110938719
11,ERM,miiv,hirid,2,69299868
11,ERM,miiv,hirid,3,1633048579
11,ERM,miiv,hirid,4,837999944
11,ERM,miiv,aumc,0,1761568167
11,ERM,miiv,aumc,1,2110938719
11,ERM,miiv,aumc,2,69299868
11,ERM,miiv,aumc,3,1633048579
11,ERM,miiv,aumc,4,837999944
11,ERM,eicu,miiv,0,1761568167
11,ERM,eicu,miiv,1,2110938719
11,ERM,eicu,miiv,2,69299868
11,ERM,eicu,miiv,3,1633048579
11,ERM,eicu,miiv,4,837999944
11,ERM,eicu,hirid,0,1761568167
11,ERM,eicu,hirid,1,2110938719
11,ERM,eicu,hirid,2,69299868
11,ERM,eicu,hirid,3,1633048579
11,ERM,eicu,hirid,4,837999944
11,ERM,eicu,aumc,0,1761568167
11,ERM,eicu,aumc,1,2110938719
11,ERM,eicu,aumc,2,69299868
11,ERM,eicu,aumc,3,1633048579
11,ERM,eicu,aumc,4,837999944
11,ERM,hirid,miiv,0,1761568167
11,ERM,hirid,miiv,1,2110938719
11,ERM,hirid,miiv,2,69299868
11,ERM,hirid,miiv,3,1633048579
11,ERM,hirid,miiv,4,837999944
11,ERM,hirid,eicu,0,1761568167
11,ERM,hirid,eicu,1,2110938719
11,ERM,hirid,eicu,2,69299868
11,ERM,hirid,eicu,3,1633048579
11,ERM,hirid,eicu,4,837999944
11,ERM,hirid,aumc,0,1761568167
11,ERM,hirid,aumc,1,2110938719
11,ERM,hirid,aumc,2,69299868
11,ERM,hirid,aumc,3,1633048579
11,ERM,hirid,aumc,4,837999944
11,ERM,aumc,miiv,0,1761568167
11,ERM,aumc,miiv,1,2110938719
11,ERM,aumc,miiv,2,69299868
11,ERM,aumc,miiv,3,1633048579
11,ERM,aumc,miiv,4,837999944
11,ERM,aumc,eicu,0,1761568167
11,ERM,aumc,eicu,1,2110938719
11,ERM,aumc,eicu,2,69299868
11,ERM,aumc,eicu,3,1633048579
11,ERM,aumc,eicu,4,837999944
11,ERM,aumc,hirid,0,1761568167
11,ERM,aumc,hirid,1,2110938719
11,ERM,aumc,hirid,2,69299868
11,ERM,aumc,hirid,3,1633048579
11,ERM,aumc,hirid,4,837999944
12,ERM,miiv,eicu,0,1198796461
12,ERM,miiv,eicu,1,1624449992
12,ERM,miiv,eicu,2,1443823860
12,ERM,miiv,eicu,3,1492762717
12,ERM,miiv,eicu,4,787648008
12,ERM,miiv,hirid,0,1198796461
12,ERM,miiv,hirid,1,1624449992
12,ERM,miiv,hirid,2,1443823860
12,ERM,miiv,hirid,3,1492762717
12,ERM,miiv,hirid,4,787648008
12,ERM,miiv,aumc,0,1198796461
12,ERM,miiv,aumc,1,1624449992
12,ERM,miiv,aumc,2,1443823860
12,ERM,miiv,aumc,3,1492762717
12,ERM,miiv,aumc,4,787648008
12,ERM,eicu,miiv,0,1198796461
12,ERM,eicu,miiv,1,1624449992
12,ERM,eicu,miiv,2,1443823860
12,ERM,eicu,miiv,3,1492762717
